Fájlnév,Kulcs
aat_decisions_l_english.yml,ICE_the_ferocity_of_the_fenrir_desc
aat_decisions_l_english.yml,ICE_the_fertility_of_freya
aat_decisions_l_english.yml,ICE_the_fertility_of_freya_desc
aat_decisions_l_english.yml,ICE_a_monument_to_leif
aat_decisions_l_english.yml,ICE_a_monument_to_leif_desc
aat_decisions_l_english.yml,ICE_infiltrate_the_british_isles_category
aat_decisions_l_english.yml,ICE_infiltrate_the_british_isles_category_desc
aat_decisions_l_english.yml,ICE_incite_communist_uprising_scotland
aat_decisions_l_english.yml,ICE_incite_communist_uprising_scotland_desc
aat_decisions_l_english.yml,ICE_uprising_scotland_tt
aat_decisions_l_english.yml,ICE_incite_communist_uprising_scotland_tt
aat_decisions_l_english.yml,ICE_incite_communist_uprising_wales
aat_decisions_l_english.yml,ICE_incite_communist_uprising_wales_desc
aat_decisions_l_english.yml,ICE_uprising_wales_tt
aat_decisions_l_english.yml,ICE_incite_communist_uprising_wales_tt
aat_decisions_l_english.yml,ICE_incite_communist_uprising_ni
aat_decisions_l_english.yml,ICE_incite_communist_uprising_ni_desc
aat_decisions_l_english.yml,ICE_uprising_ni_tt
aat_decisions_l_english.yml,ICE_incite_communist_uprising_ni_tt
aat_decisions_l_english.yml,NOR_democratic_preparation_decisions_category
aat_decisions_l_english.yml,NOR_democratic_preparation_decisions_category_desc
aat_decisions_l_english.yml,NOR_historical_deploy_prep_decisions_category
aat_decisions_l_english.yml,NOR_historical_deploy_prep_decisions_category_desc
aat_decisions_l_english.yml,NOR_allied_democratic_preparation_decisions_category
aat_decisions_l_english.yml,NOR_allied_democratic_preparation_decisions_category_desc
aat_decisions_l_english.yml,NOR_allied_democratic_deploy_prep_decisions_category
aat_decisions_l_english.yml,NOR_allied_democratic_deploy_prep_decisions_category_desc
aat_decisions_l_english.yml,NOR_prepare_state_alt_dem
aat_decisions_l_english.yml,NOR_prepare_state_alt_dem_desc
aat_decisions_l_english.yml,NOR_alt_dem_naval_expansion
aat_decisions_l_english.yml,NOR_alt_dem_naval_expansion_desc
aat_decisions_l_english.yml,NOR_alt_dem_military_industry_expansion
aat_decisions_l_english.yml,NOR_alt_dem_military_industry_expansion_desc
aat_decisions_l_english.yml,NOR_alt_dem_economic_relief_measures
aat_decisions_l_english.yml,NOR_alt_dem_economic_relief_measures_desc
aat_decisions_l_english.yml,NOR_alt_dem_expedite_training
aat_decisions_l_english.yml,NOR_alt_dem_expedite_training_desc
aat_decisions_l_english.yml,NOR_alt_dem_prioritize_production
aat_decisions_l_english.yml,NOR_alt_dem_prioritize_production_desc
aat_decisions_l_english.yml,NOR_alt_dem_offensive_push
aat_decisions_l_english.yml,NOR_alt_dem_offensive_push_desc
aat_decisions_l_english.yml,NOR_alt_dem_focus_on_defense
aat_decisions_l_english.yml,NOR_alt_dem_focus_on_defense_desc
aat_decisions_l_english.yml,NOR_alt_dem_modernize_armed_forces_decision
aat_decisions_l_english.yml,NOR_alt_dem_modernize_armed_forces_decision_desc
aat_decisions_l_english.yml,NOR_fascist_preparation_decisions_category
aat_decisions_l_english.yml,NOR_fascist_preparation_decisions_category_desc
aat_decisions_l_english.yml,NOR_fascist_deploy_prep_decisions_category
aat_decisions_l_english.yml,NOR_fascist_deploy_prep_decisions_category_desc
aat_decisions_l_english.yml,NOR_communist_preparation_decisions_category
aat_decisions_l_english.yml,NOR_communist_preparation_decisions_category_desc
aat_decisions_l_english.yml,NOR_communist_preparation_decisions_category_desc_stalinist
aat_decisions_l_english.yml,NOR_communist_preparation_decisions_category_desc_trostkyist
aat_decisions_l_english.yml,NOR_communist_preparation_decisions_category_desc_other
aat_decisions_l_english.yml,NOR_revolution_support_counter
aat_decisions_l_english.yml,NOR_monarchist_preparation_decisions_category
aat_decisions_l_english.yml,NOR_monarchist_preparation_decisions_category_desc
aat_decisions_l_english.yml,NOR_prepare_state_historical
aat_decisions_l_english.yml,NOR_prepare_state_historical_desc
aat_decisions_l_english.yml,NOR_prepare_historical_unlock_TT
aat_decisions_l_english.yml,NOR_prepare_fascist_unlock_TT
aat_decisions_l_english.yml,NOR_prepare_communist_unlock_TT
aat_decisions_l_english.yml,NOR_deploy_state_preparation_historical
aat_decisions_l_english.yml,NOR_decision_defend_state_title
aat_decisions_l_english.yml,NOR_decision_emergency_production_title
aat_decisions_l_english.yml,NOR_decision_deploy_emergency_militias_title
aat_decisions_l_english.yml,NOR_dem_his_integrate_militias
aat_decisions_l_english.yml,NOR_dem_his_integrate_militias_desc
aat_decisions_l_english.yml,NOR_alt_dem_integrate_militias
aat_decisions_l_english.yml,NOR_alt_dem_integrate_militias_desc
aat_decisions_l_english.yml,NOR_prepare_exile
aat_decisions_l_english.yml,NOR_prepare_exile_desc
aat_decisions_l_english.yml,NOR_focus_on_training
aat_decisions_l_english.yml,NOR_focus_on_training_desc
aat_decisions_l_english.yml,NOR_modernize_armed_forces_decision
aat_decisions_l_english.yml,NOR_modernize_armed_forces_decision_desc
aat_decisions_l_english.yml,NOR_move_government_headquarters_decision
aat_decisions_l_english.yml,NOR_move_government_headquarters_decision_desc
aat_decisions_l_english.yml,NOR_expedite_training
aat_decisions_l_english.yml,NOR_expedite_training_desc
aat_decisions_l_english.yml,NOR_public_investment_drive
aat_decisions_l_english.yml,NOR_public_investment_drive_desc
aat_decisions_l_english.yml,NOR_naval_expanion
aat_decisions_l_english.yml,NOR_naval_expanion_desc
aat_decisions_l_english.yml,NOR_prepare_state_fascist
aat_decisions_l_english.yml,NOR_deploy_state_preparation_fascist
aat_decisions_l_english.yml,NOR_invite_fascist_to_invade
aat_decisions_l_english.yml,NOR_decision_take_over_state_title
aat_decisions_l_english.yml,NOR_decision_industrial_takeover_title
aat_decisions_l_english.yml,NOR_decision_military_takeover_title
aat_decisions_l_english.yml,NOR_prepare_state_communist
aat_decisions_l_english.yml,NOR_prepare_state_communist_desc
aat_decisions_l_english.yml,NOR_communist_propaganda_campaign
aat_decisions_l_english.yml,NOR_prepare_state_monarchist
aat_decisions_l_english.yml,NOR_prepare_state_monarchist_desc
aat_decisions_l_english.yml,NOR_prop_up_the_economy
aat_decisions_l_english.yml,NOR_prop_up_the_economy_desc
aat_decisions_l_english.yml,NOR_make_assurances_to_the_people
aat_decisions_l_english.yml,NOR_make_assurances_to_the_people_desc
aat_decisions_l_english.yml,NOR_promote_the_armed_defense_of_the_country
aat_decisions_l_english.yml,NOR_promote_the_armed_defense_of_the_country_desc
aat_decisions_l_english.yml,NOR_exile_decisions_category
aat_decisions_l_english.yml,NOR_exile_decisions_category_desc
aat_decisions_l_english.yml,NOR_request_reinstatement
aat_decisions_l_english.yml,NOR_request_reinstatement_desc
aat_decisions_l_english.yml,NOR_lobby_for_parliamentary_support
aat_decisions_l_english.yml,NOR_lobby_for_parliamentary_support_desc
aat_decisions_l_english.yml,NOR_bring_soldiers_from_norway
aat_decisions_l_english.yml,NOR_bring_soldiers_from_norway_desc
aat_decisions_l_english.yml,NOR_weapons_for_the_resistance
aat_decisions_l_english.yml,NOR_weapons_for_the_resistance_desc
aat_decisions_l_english.yml,NOR_unity_parade
aat_decisions_l_english.yml,NOR_unity_parade_desc
aat_decisions_l_english.yml,NOR_joint_training_exercise
aat_decisions_l_english.yml,NOR_joint_training_exercise_desc
aat_decisions_l_english.yml,NOR_expand_industrial_capacity
aat_decisions_l_english.yml,NOR_expand_industrial_capacity_desc
aat_decisions_l_english.yml,NOR_foment_resistance_in_state
aat_decisions_l_english.yml,NOR_foment_resistance_in_state_desc
aat_decisions_l_english.yml,NOR_support_rebellion
aat_decisions_l_english.yml,NOR_support_rebellion_desc
aat_decisions_l_english.yml,SWE_hygenic_housing_mission
aat_decisions_l_english.yml,SWE_hygenic_housing_mission_tt
aat_decisions_l_english.yml,SWE_work_projects_for_the_unemployed_decision
aat_decisions_l_english.yml,SWE_work_projects_for_the_unemployed_rapid_implementation
aat_decisions_l_english.yml,#SWE_rearnament_system
aat_decisions_l_english.yml,#SWE_time_to_rearnament_discussions
aat_decisions_l_english.yml,#SWE_rearnament_discussions_are_active
aat_decisions_l_english.yml,#SWE_set_army_budget
aat_decisions_l_english.yml,#SWE_set_air_budget
aat_decisions_l_english.yml,#SWE_set_navy_budget
aat_decisions_l_english.yml,#remind_me_about_rearnament_decisions
aat_decisions_l_english.yml,#remind_me_about_rearnament_desc
aat_decisions_l_english.yml,#SWE_reminderLocNotActive
aat_decisions_l_english.yml,#SWE_reminderLocActive
aat_decisions_l_english.yml,improve_radiotjanst
aat_decisions_l_english.yml,pervert_radiotjanst_parent
aat_decisions_l_english.yml,pervert_radiotjanst_communism
aat_decisions_l_english.yml,pervert_radiotjanst_fascism
aat_decisions_l_english.yml,pervert_radiotjanst_unaligned
aat_decisions_l_english.yml,restore_radiotjanst_to_democratic
aat_decisions_l_english.yml,SWE_repair_the_mines
aat_decisions_l_english.yml,SWE_mines
aat_decisions_l_english.yml,SWE_blow_up_the_mines
aat_decisions_l_english.yml,deeper_swedish_mines
aat_decisions_l_english.yml,SWE_form_rfsu
aat_decisions_l_english.yml,SWE_form_rfsu_desc
aat_decisions_l_english.yml,SWE_concessions_for_defense_spending
aat_decisions_l_english.yml,SWE_poverty_reduction
aat_decisions_l_english.yml,SWE_swap_herman_eriksson
aat_decisions_l_english.yml,SWE_ebba_palmstierna_cat
aat_decisions_l_english.yml,SWE_ebba_add_research
aat_decisions_l_english.yml,SWE_ebba_add_production
aat_decisions_l_english.yml,SWE_ebba_political_clout
aat_decisions_l_english.yml,SWE_landsverk_is_siezed
aat_decisions_l_english.yml,SWE_politics
aat_decisions_l_english.yml,SWE_urbanization_decision
aat_decisions_l_english.yml,SWE_hygenic_housing_output_bonus
aat_decisions_l_english.yml,SWE_hygenic_housing_resource_bonus
aat_decisions_l_english.yml,SWE_paid_holidays_policy
aat_decisions_l_english.yml,SWE_paid_holidays_policy_on_leave
aat_decisions_l_english.yml,SWE_move_the_bus
aat_decisions_l_english.yml,SWE_move_the_bus_tt
aat_decisions_l_english.yml,SWE_election_active
aat_decisions_l_english.yml,SWE_elections_suspended
aat_decisions_l_english.yml,SWE_seize_civilian_tires
aat_decisions_l_english.yml,SWE_seize_civilian_tires_activate
aat_decisions_l_english.yml,SWE_seize_civilian_tires_revoke
aat_decisions_l_english.yml,SWE_gengas
aat_decisions_l_english.yml,SWE_gengas_activate
aat_decisions_l_english.yml,SWE_gengas_revoke
aat_decisions_l_english.yml,SWE_gengas_effect
aat_decisions_l_english.yml,SWE_food_stamps
aat_decisions_l_english.yml,SWE_food_stamps_activate
aat_decisions_l_english.yml,SWE_food_stamps_revoke
aat_decisions_l_english.yml,SWE_air_raid_shelters
aat_decisions_l_english.yml,SWE_air_raid_shelters_activate
aat_decisions_l_english.yml,SWE_air_raid_shelters_revoke
aat_decisions_l_english.yml,SWE_rationing_cooldown
aat_decisions_l_english.yml,SWE_time_until_can_pick_gengas
aat_decisions_l_english.yml,SWE_time_until_can_pick_food_stamps
aat_decisions_l_english.yml,SWE_time_until_can_pick_civilian_tires
aat_decisions_l_english.yml,SWE_time_until_can_pick_air_shelters
aat_decisions_l_english.yml,SWE_train_the_sheltered_decision
aat_decisions_l_english.yml,SWE_train_the_sheltered_manpower_max
aat_decisions_l_english.yml,SWE_train_the_sheltered_short_desc
aat_decisions_l_english.yml,SWE_train_the_sheltered_cat
aat_decisions_l_english.yml,SWE_train_the_sheltered_cat_add_cap_tt
aat_decisions_l_english.yml,SWE_train_the_sheltered_tt
aat_decisions_l_english.yml,SWE_train_the_sheltered_cost
aat_decisions_l_english.yml,decision_cost_CP_40_cp
aat_decisions_l_english.yml,SWE_train_the_sheltered_cost_blocked
aat_decisions_l_english.yml,decision_cost_15_army_xp
aat_decisions_l_english.yml,SWE_military_matters
aat_decisions_l_english.yml,SWE_rangers
aat_decisions_l_english.yml,SWE_rangers_sabotage
aat_decisions_l_english.yml,SWE_rangers_sent_out
aat_decisions_l_english.yml,SWE_rangers_tt
aat_decisions_l_english.yml,SWE_set_up_home_guard_forces
aat_decisions_l_english.yml,SWE_set_up_home_guard_forces_tt
aat_decisions_l_english.yml,SWE_activate_home_guard
aat_decisions_l_english.yml,SWE_activate_home_guard_tt
aat_decisions_l_english.yml,SWE_activate_all_home_guard
aat_decisions_l_english.yml,SWE_activate_all_home_guard_tt
aat_decisions_l_english.yml,SWE_bop_suspend_riksdag
aat_decisions_l_english.yml,SWE_bop_suspend_riksdag_desc
aat_decisions_l_english.yml,SWE_ball_bearings_cat
aat_decisions_l_english.yml,SWE_trade_ball_bearings
aat_decisions_l_english.yml,SWE_revoke_food_trade
aat_decisions_l_english.yml,SWE_revoke_research_exchange
aat_decisions_l_english.yml,SWE_waiting_for_ball_bearing_response
aat_decisions_l_english.yml,SWE_ball_bearing_trade_tt
aat_decisions_l_english.yml,SWE_fascism_buildup
aat_decisions_l_english.yml,SWE_stormtrupper_recruitment
aat_decisions_l_english.yml,SWE_fascist_march
aat_decisions_l_english.yml,SWE_integrate_fin
aat_decisions_l_english.yml,SWE_integrate_den
aat_decisions_l_english.yml,SWE_integrate_nor
aat_decisions_l_english.yml,SWE_integrate_ice
aat_decisions_l_english.yml,SWE_proclaim_big_power_sweden
aat_decisions_l_english.yml,SWE_proclaim_big_power_sweden_tt
aat_decisions_l_english.yml,SWE_proclaim_eternal_sweden_tt
aat_decisions_l_english.yml,SWE_proclaim_eternal_sweden
aat_decisions_l_english.yml,SWE_proclaim_eternal_sweden_tt_name
